customer_geolocation_lat,customer_geolocation_lng,customer_geolocation_city,customer_geolocation_state
-22.58149787,-44.69951629,areias,SP
-23.11277438,-46.54888451,atibaia,SP
-22.94787403,-46.55188741,braganca paulista,SP
-23.115438,-46.4859135,bom jesus dos perdoes,SP
-23.05588544,-46.35910657,piracaia,SP
-23.11874641,-46.47878304,bom jesus dos perdões,SP
-22.79484598,-46.44274855,pedra bela,SP
-22.95393194,-46.54743393,bragança paulista,SP
-22.93620914,-46.27513562,joanopolis,SP
-22.90321268,-46.38232959,vargem,SP
-23.18258371,-46.39602763,nazaré paulista,SP
-23.17431219,-46.43021905,nazare paulista,SP
-22.94085594,-46.27575295,joanópolis,SP
-22.78314455,-46.58949541,pinhalzinho,SP
-22.81304341,-46.69536722,tuiuti,SP
-22.89853643,-47.06312517,campinas,SP
-22.55912048,-47.1651684,artur nogueira,SP
-22.862988199999997,-47.21824617,hortolandia,SP
-22.78664473,-47.10608855,paulinia,SP
-22.8003629,-47.2183334,sumare,SP
-22.63269209,-47.20099171,cosmopolis,SP
-22.95001023,-47.30583885,monte mor,SP
-22.86552624,-47.21453907,hortolândia,SP
-22.81374524,-47.17647882,sumaré,SP
-22.63204071,-47.18473072,cosmópolis,SP
-22.73306061,-47.17829083,paulínia,SP
-22.48709186,-47.21575975,engenheiro coelho,SP
-22.99382044,-46.81014455,itatiba,SP
-23.01011065,-46.98368634,vinhedo,SP
-23.21955226,-46.88331319,jundiai,SP
-22.98309203,-46.99579127,valinhos,SP
-23.18498521,-46.82569758,varzea paulista,SP
-23.08412528,-46.98121307,louveira,SP
-23.08782489,-46.71345491,jarinu,SP
-23.23767424,-46.76839049,campo limpo paulista,SP
-22.86651804,-46.79872901,morungaba,SP
-23.15915219,-47.05820783,itupeva,SP
-23.22563612,-46.83525058,várzea paulista,SP
-23.14155481,-47.23811647,indaiatuba,SP
-23.01221371,-47.52203973,capivari,SP
-23.22591187,-47.26603912,salto,SP
-23.28024027,-47.28408337,itu,SP
-22.78706404,-47.29741234,nova odessa,SP
-23.29982144,-47.13776213,cabreuva,SP
-23.04548543,-47.37933912,elias fausto,SP
-23.02134468,-47.52842779,rafard,SP
-22.84922654,-47.61048572,rio das pedras,SP
-23.25057253,-47.054781,jacare,SP
-23.28134782,-47.06053736,cabreúva,SP
-22.92948814,-47.568269799999996,mombuca,SP
-23.27470491,-45.9532391,jacaré,SP
-23.29380442,-45.95992994,jacaré (cabreúva),SP
-12.99385223,-38.48088185,cardeal,SP
-23.25698316,-47.05520482,jacare (cabreuva),SP
-23.28867817,-47.05654001,bom fim do bom jesus,SP
-22.75357308,-47.33941198,americana,SP
-22.57487785,-47.41617705,limeira,SP
-22.71511044,-47.64562535,piracicaba,SP
-22.76047769,-47.41281122,santa bárbara d'oeste,SP
-22.73579257,-47.41089508,santa barbara d'oeste,SP
-22.84948226,-47.6810967,saltinho,SP
-22.47209222,-47.45978945,cordeiropolis,SP
-22.59026385,-47.519889299999996,iracemápolis,SP
-22.58166486,-47.50755436,iracemapolis,SP
-22.76774645,-47.39866604,santa barbara d oeste,SP
-22.47382339,-47.47239298,cordeirópolis,SP
-22.75340227,-47.36741393,santa bárbara doeste,SP
-22.76414379,-47.36539177,santa barbara doeste,SP
-22.73447979,-47.38058896,santa bárbara d`oeste,SP
-22.40213319,-47.56233402,rio claro,SP
-22.00164339,-47.92442421,sao carlos,SP
-22.43411794,-47.71050178,ipeuna,SP
-22.45745577,-47.53936224,santa gertrudes,SP
-22.24952039,-47.81123678,itirapina,SP
-22.50146286,-47.77297462,charqueada,SP
-21.99189692,-47.92391663,são carlos,SP
-22.0641293,-48.17887519,ribeirao bonito,SP
-22.43313363,-47.71143162,ipeúna,SP
-22.55677177,-47.91123662,sao pedro,SP
-22.55011589,-47.88694615,são pedro,SP
-22.11041683,-48.309352200000006,dourado,SP
-22.22085954,-47.62390766,corumbataí,SP
-22.12626771,-47.66165228,analandia,SP
-22.59723701,-47.87304162,aguas de sao pedro,SP
-22.222172,-47.62186458,corumbatai,SP
-22.4362164,-46.82823839,santa eudóxia,SP
-22.60398247,-47.86707953,águas de são pedro,SP
-21.893562,-47.890984499999995,agua vermelha,SP
-22.06949464,-48.17989492,ribeirão bonito,SP
-22.36330214,-47.386736299999995,araras,SP
-22.00268561,-47.42592206,pirassununga,SP
-21.85855507,-47.48403458,porto ferreira,SP
-21.81702801,-47.24266525,santa cruz das palmeiras,SP
-21.69177607,-47.47882813,santa rita do passa quatro,SP
-22.16248032,-47.3812876,leme,SP
-21.91572771,-47.62033251,descalvado,SP
-22.13295606,-47.45175231,santa cruz da conceicao,SP
-22.13926453,-47.45460052,santa cruz da conceição,SP
-21.47339693,-47.0095533,mococa,SP
-21.592175199999996,-46.89389599,são josé do rio pardo,SP
-21.60687363,-46.8896505,sao jose do rio pardo,SP
-21.77858754,-47.09381673,casa branca,SP
-21.532914,-46.63980225,caconde,SP
-21.71675401,-47.27203933,tambau,SP
-21.47257234,-46.74795424,tapiratiba,SP
-21.65938994,-46.73813797,divinolandia,SP
-21.32200647,-47.02787712,são benedito das areias,SP
-21.73779987,-46.96780519,itobi,SP
-21.70963443,-46.82119884,sao sebastiao da grama,SP
-21.71189131,-47.26942912,tambaú,SP
-21.40946447,-46.81178923,igarai,SP
-21.709923100000005,-46.82355985,são sebastião da grama,SP
-21.66012441,-46.740978999999996,divinolândia,SP
-21.89278315,-47.03750341,lagoa branca,SP
-21.32192491,-47.0277914,sao benedito das areias,SP
-21.948304699999998,-47.1176099,venda branca,SP
-21.40834102,-46.81112602,igaraí,SP
-22.68971255,-46.98249303,jaguariuna,SP
-21.83948266,-46.88952885,vargem grande do sul,SP
-22.35964816,-46.93603475,mogi-guacu,SP
-22.60700304,-46.9141497,santo antonio de posse,SP
-22.33124887,-46.92257963,mogi guaçu,SP
-22.60560568,-46.90614704,santo antônio de posse,SP
-21.986354300000002,-46.77520372,sao joao da boa vista,SP
-22.4027631,-46.94468979,mogi mirim,SP
-22.6937879,-47.01193816,jaguariúna,SP
-22.61429565,-47.06761189,holambra,SP
-22.05298932,-46.97231269,aguai,SP
-22.338621,-47.17603125,conchal,SP
-22.38049984,-46.95296452,mogi guacu,SP
-22.27535427,-46.95076518,estiva gerbi,SP
-21.98478561,-46.77386646,são joão da boa vista,SP
-22.40186152,-46.9435585,mogi-mirim,SP
-21.93606532,-46.71636086,aguas da prata,SP
-22.05501666,-46.9620775,aguaí,SP
-22.68402705,-46.68078577,monte alegre do sul,SP
-21.947608300000002,-46.71748662,águas da prata,SP
-22.2873712,-47.13683409,martinho prado junior,SP
-21.83664949,-46.74404661,sao roque da fartura,SP
-22.72282093,-46.84179829,amparo,SP
-22.43327235,-46.81770035,itapira,SP
-22.59496246,-46.52150928,socorro,SP
-22.523688,-46.64738025,lindoia,SP
-22.47745636,-46.63246689,aguas de lindoia,SP
-22.73824151,-46.89585858,pedreira,SP
-22.59644021,-46.71196869,serra negra,SP
-22.18081673,-46.75045932,espirito santo do pinhal,SP
-22.49112533,-46.64963107,águas de lindóia,SP
-22.3936969,-46.75244957,barao ataliba nogueira,SP
-22.19348684,-46.77042404,espírito santo do pinhal,SP
-22.38939873,-46.74597342,barão ataliba nogueira,SP
-22.11666364,-46.68253129,santo antonio do jardim,SP
-22.111768100000003,-46.68505642,santo antônio do jardim,SP
-22.52061748,-46.64376195,lindóia,SP
-22.32969677,-46.72326941,eleutério,SP
-22.32948815,-46.72340297,eleuterio,SP
-21.18665775,-47.80976501,ribeirao preto,SP
-21.18823752,-47.75564478,ribeirão preto,SP
-21.12036818,-47.99377799,sertãozinho,SP
-21.12954989,-47.97764683,sertaozinho,SP
-21.21594897,-47.59002512,serrana,SP
-21.03378129,-48.03218753,pontal,SP
-21.33657674,-47.74963189,cravinhos,SP
-21.18594458,-47.81498292,bonfim paulista,SP
-21.49530743,-48.03684008,guatapará,SP
-21.238975,-47.97126110000001,dumont,SP
-21.49997792,-48.0372604,guatapara,SP
-20.89901844,-47.98807405,candia,SP
-21.27267263,-47.30592892,cajuru,SP
-21.55397791,-47.70050115,luis antonio,SP
-21.47587506,-47.55665095,sao simao,SP
-21.49206275,-47.38142757,santa rosa de viterbo,SP
-21.31363349,-47.56361877,serra azul,SP
-21.55428865,-47.70418231,luís antônio,SP
-21.2821857,-47.17022899,cassia dos coqueiros,SP
-21.479388699999998,-47.55195142,são simão,SP
-21.291066,-47.42532675,santa cruz da esperanca,SP
-21.28189309,-47.17093912,cássia dos coqueiros,SP
-21.09283287,-47.14945507,santo antonio da alegria,SP
-20.98496874,-47.66278992,brodowski,SP
-20.88373048,-47.57430515,batatais,SP
-21.01709645,-47.38948763,altinopolis,SP
-21.02115937,-47.36787303,altinópolis,SP
-21.08863538,-47.15203015,santo antônio da alegria,SP
-20.53193451,-47.39944671,franca,SP
-20.30991753,-47.59383883,jeriquara,SP
-20.08001891,-47.42292592,rifaina,SP
-20.59032404,-47.63948696,sao jose da bela vista,SP
-20.40278111,-47.41854743,cristais paulista,SP
-20.6431237,-47.28157537,patrocinio paulista,SP
-20.25024328,-47.47871793,pedregulho,SP
-20.63910806,-47.21546859,itirapuã,SP
-20.63265185,-47.27850012,patrocínio paulista,SP
-20.63565365,-47.22240959,itirapua,SP
-20.46242101,-47.58707544,ribeirao corrente,SP
-20.60200083,-47.48367014,restinga,SP
-20.59313062,-47.64173588,são josé da bela vista,SP
-20.45799767,-47.59260921,ribeirão corrente,SP
-20.498886300000002,-47.41638827,franca sp,SP
-20.04105376,-47.75366752,igarapava,SP
-20.31732101,-47.78078066,ituverava,SP
-20.18944099,-48.02461316,miguelopolis,SP
-20.0845266,-47.79314081,aramina,SP
-20.17885348,-48.03113695,miguelópolis,SP
-20.19583528,-47.70816483,buritizal,SP
-20.43399043,-47.81416224,guara,SP
-20.426216,-47.82564699,guará,SP
-20.24625944,-47.87218322,sao benedito da cachoeirinha,SP
-23.5255947,-46.54829611,pioneiros,SP
-20.43102421,-48.01701484,ipua,SP
-20.58117744,-47.85893126,sao joaquim da barra,SP
-20.73906888,-48.06389923,morro agudo,SP
-20.71749603,-47.87691029,orlandia,SP
-21.02656251,-47.78329415,jardinopolis,SP
-20.71298982,-47.85616989,orlândia,SP
-20.59931319,-47.86324045,são joaquim da barra,SP
-21.02676494,-47.78536662,jardinópolis,SP
-20.43140726,-48.01535235,ipuã,SP
-20.76161268,-47.84438278,sales oliveira,SP
-20.72868012,-47.74940802,nuporanga,SP
-21.06367701,-47.74377483,jurucê,SP
-21.06367701,-47.74377483,juruce,SP
-20.57622134,-48.57792225,barretos,SP
-21.01874824,-48.64859357,bebedouro,SP
-20.87672841,-48.29557205,viradouro,SP
-20.32575857,-48.31954336,guaira,SP
-20.17929184,-48.68576624,colombia,SP
-21.11425474,-48.44208271,taiúva,SP
-21.010986300000003,-48.20869881,pitangueiras,SP
-20.31621116,-48.30949684,guaíra,SP
-20.90967045,-48.63424473,monte azul paulista,SP
-20.72412773,-48.52733121,colina,SP
-20.81327575,-48.80426017,severinia,SP
-21.14340904,-48.51518374,taiacu,SP
-20.79080505,-48.33154601,terra roxa,SP
-21.12206285,-48.44567257,taiuva,SP
-21.00146266,-48.33171325,ibitiuva,SP
-20.68783877,-48.41546621,jaborandi,SP
-20.80823539,-48.80530263,severínia,SP
-21.07326386,-48.41001812,taquaral,SP
-20.17961409,-48.68784253,colômbia,SP
-21.1477095,-48.5166015,taiaçu,SP
-21.77892659,-48.15890478,araraquara,SP
-21.83832961,-48.49030487,gaviao peixoto,SP
-21.2514557,-48.34734672,jaboticabal,SP
-21.68463581,-48.08419381,santa lucia,SP
-21.18236007,-48.15822671,barrinha,SP
-21.95547253,-48.00621945,ibaté,SP
-21.73266612,-48.11197117,americo brasiliense,SP
-21.58800868,-48.07150793,rincao,SP
-21.3623577,-48.232975700000004,guariba,SP
-21.95670227,-47.99599742,ibate,SP
-21.36757068,-48.06270443,pradopolis,SP
-21.73881557,-48.10503986,américo brasiliense,SP
-21.36062184,-48.07280365,pradópolis,SP
-21.58750881,-48.06955011,rincão,SP
-21.50948299,-48.15213081,motuca,SP
-21.84008417,-48.49559562,gavião peixoto,SP
-21.69515999,-48.08829225,santa lúcia,SP
-21.76647685,-48.83154738,ibitinga,SP
-21.59119808,-48.81835066,itapolis,SP
-21.46284342,-49.21918836,novo horizonte,SP
-21.72886646,-48.68881488,tabatinga,SP
-21.78696677,-48.57060381,nova europa,SP
-21.28074444,-49.4094162,irapua,SP
-21.51672114,-48.68997645,nova america,SP
-21.59314197,-48.81285657,itápolis,SP
-21.61505959,-49.07494304,borborema,SP
-21.9980552,-48.38377561,boa esperanca do sul,SP
-21.33980314,-49.49546184,sales,SP
-21.99872678,-48.39280427,boa esperança do sul,SP
-22.04009712,-48.33544816,trabiju,SP
-21.27736802,-49.41054339,irapuã,SP
-21.44805214,-48.78723054,tapinas,SP
-20.882942,-47.57213362,curupa,SP
-21.51602021,-48.69033192,nova américa,SP
-20.79622202,-49.42402036,sao jose do rio preto,SP
-20.76042182,-49.39535325,são josé do rio preto,SP
-20.80606835,-49.50314249,mirassol,SP
-20.76790058,-49.71138311,monte aprazível,SP
-20.619786899999998,-49.6482032,tanabi,SP
-20.85201541,-49.62254267,neves paulista,SP
-20.88960083,-49.57165655,jaci,SP
-20.92452224,-49.45780155,bady bassitt,SP
-20.65428097,-49.91956275,sebastianopolis do sul,SP
-20.78834931,-49.22697732,guapiacu,SP
-20.691381200000002,-50.04237071,nhandeara,SP
-20.73610517,-49.58069124,bálsamo,SP
-21.040546600000003,-49.37584154,potirendaba,SP
-20.78858415,-49.22695151,guapiaçu,SP
-20.76351733,-49.71058052,monte aprazivel,SP
-20.78794302,-49.81711966,poloni,SP
-20.73323309,-49.58874537,balsamo,SP
-20.5701154,-49.47117233,mirassolandia,SP
-20.664463,-49.38853504,ipigua,SP
-20.68284257,-49.68956621,engenheiro balduíno,SP
-20.65572655,-49.38539299,ipiguá,SP
-20.68557373,-49.69047655,engenheiro balduino,SP
-20.65708967,-49.92223768,sebastianópolis do sul,SP
-20.61799516,-49.46365369,mirassolândia,SP
-20.88758556,-49.89437492,uniao paulista,SP
-21.05178081,-49.68915444,jose bonifacio,SP
-21.06917006,-50.14388889,buritama,SP
-21.05591274,-49.68957166,josé bonifácio,SP
-20.950897100000002,-50.1087494,turiuba,SP
-20.79947775,-49.96617565,macaubal,SP
-21.18465376,-49.58394845,mendonca,SP
-20.91498066,-49.77480922,nipoa,SP
-21.23411903,-49.64034644,adolfo,SP
-20.8519076,-50.08938803,moncoes,SP
-21.03015419,-49.92685902,planalto,SP
-20.95168825,-50.10587977,turiúba,SP
-21.05135504,-50.05189195,zacarias,SP
-21.17091043,-49.71684468,ubarana,SP
-20.85306521,-50.09000253,monções,SP
-21.016966500000002,-49.50545175,nova alianca,SP
-21.0174604,-49.49732677,nova aliança,SP
-21.18587706,-49.58144356,mendonça,SP
-22.4356384,-46.82166987,nova itapirema,SP
-20.96703644,-50.22630922,lourdes,SP
-20.91699024,-49.77885022,nipoã,SP
-20.88712449,-49.89747157,união paulista,SP
-20.64334287,-51.10931318,pereira barreto,SP
-20.42236615,-51.3374386,ilha solteira,SP
-20.64056223,-51.50988006,itapura,SP
-20.64559522,-50.35975948,general salgado,SP
-20.68604093,-50.55347737,auriflama,SP
-20.64780553,-50.22567197,magda,SP
-20.67639956,-50.15389524,floreal,SP
-20.8012051,-50.18918988,gastao vidigal,SP
-20.85518219,-50.26396746,nova luzitania,SP
-20.51360405,-50.35206108,sao joao de iracema,SP
-20.500317000000003,-51.02919,suzanapolis,SP
-20.68815369,-50.92019018,sud mennucci,SP
-20.65033869,-50.66356003,guzolandia,SP
-20.51366694,-50.35121717,são joão de iracema,SP
-20.79580244,-50.19182572,gastão vidigal,SP
-20.50092459,-51.02684585,suzanápolis,SP
-20.65317116,-50.66250721,guzolândia,SP
-20.76525,-50.34205125,nova castilho,SP
-20.64482928,-50.22137933,mágda,SP
-23.10624149,-50.37795705,bandeirantes d'oeste,SP
-20.03173613,-49.40197937,paulo de faria,SP
-20.73348478,-48.88823835,olimpia,SP
-19.98396158,-49.67839149,riolândia,SP
-20.34052339,-49.19599185,icem,SP
-19.983764100000002,-49.68483505,riolandia,SP
-20.53285674,-49.32242325,nova granada,SP
-20.38991936,-49.43321651,palestina,SP
-20.60656386,-49.29743347,onda verde,SP
-20.50135796,-48.95033163,guaraci,SP
-20.18908828,-49.3564432,orindiuva,SP
-20.73576837,-48.90990341,olímpia,SP
-20.52633615,-49.05857222,altair,SP
-20.88071444,-48.81112051,cajobi,SP
-20.98339115,-48.83627145,embauba,SP
-20.18789816,-49.35554265,orindiúva,SP
-23.57902739,-46.66582697,monte verde paulista,SP
-20.33625749,-49.2027631,icém,SP
-20.68969528,-49.06990056,baguacu,SP
-20.98083912,-48.83594191,embaúba,SP
-20.42115763,-50.08604373,valentim gentil,SP
-20.07337071,-49.91260766,cardoso,SP
-20.39920758,-49.96964021,votuporanga,SP
-20.47783595,-49.77638851,cosmorama,SP
-20.18015043,-49.70419751,pontes gestal,SP
-20.30044255,-49.73670633,americo de campos,SP
-26.29441316,-48.82067181,boa vista dos andradas,SP
-19.92402269,-50.12244172,mira estrela,SP
-20.30246945,-50.01179821,parisi,SP
-20.32057899,-49.90769273,alvares florence,SP
-20.32149422,-49.90873216,álvares florence,SP
-20.29540717,-49.73574398,américo de campos,SP
-20.28599743,-50.26063395,fernandopolis,SP
-20.00472846,-50.36990918,ouroeste,SP
-20.35657483,-50.17746192,meridiano,SP
-19.97867045,-50.28945423,indiapora,SP
-20.28602982,-50.40073964,estrela d'oeste,SP
-20.2726,-50.2341,fernandópolis,SP
-20.28482984,-50.38984153,estrela d oeste,SP
-20.07773963,-50.34121631,guarani d'oeste,SP
-20.28323546,-50.39464232,estrela doeste,SP
-20.24919694,-50.10921025,pedranopolis,SP
-20.14979107,-50.19912791,macedonia,SP
-19.977310100000004,-50.28476286,indiaporã,SP
-20.38711493,-50.37697444,são joão das duas pontes,SP
-19.94405347,-50.5373882,populina,SP
-20.38704683,-50.37721027,sao joao das duas pontes,SP
-20.27708602,-50.257965000000006,brasitania,SP
-20.14636084,-50.19519628,macedônia,SP
-20.27992377,-50.25579886,brasitânia,SP
-20.23016674,-50.88638774,tres fronteiras,SP
-20.24503576,-50.645320700000006,urania,SP
-20.24226075,-50.55855329,jales,SP
-20.21239309,-50.94147135,santa fe do sul,SP
-20.21169557,-50.92658049,santa fé do sul,SP
-20.41820429,-50.76255134,palmeira d'oeste,SP
-20.19673111,-50.48549876,vitória brasil,SP
-20.03716082,-50.72697402,santa albertina,SP
-20.0551365,-50.477089500000005,turmalina,SP
-20.25181062,-50.79852827,santana da ponte pensa,SP
-20.24794198,-50.69015608,santa salete,SP
-20.45070956,-50.88317895,aparecida d oeste,SP
-20.0911077,-50.92999752,santa clara d'oeste,SP
-20.17364252,-51.00082322,rubineia,SP
-20.46530403,-50.60853092,dirce reis,SP
-20.35937127,-50.69750216,sao francisco,SP
-20.14407707,-50.83338033,santa rita d'oeste,SP
-20.12590809,-50.50965355,dolcinopolis,SP
-20.43990129,-50.82321222,marinopolis,SP
-20.23599541,-50.89236345,três fronteiras,SP
-20.44970571,-50.88403698,aparecida d'oeste,SP
-20.10263071,-50.59122043,paranapua,SP
-19.96519507,-50.61950568,mesopolis,SP
-20.40331192,-50.75502897,palmeira doeste,SP
-20.16071729,-50.72463058,aspasia,SP
-20.17015072,-51.00135434,rubinéia,SP
-20.19488718,-50.48349395,vitoria brasil,SP
-20.24568916,-50.6419964,urânia,SP
-20.43820739,-50.522467299999995,pontalinda,SP
-20.41620635,-50.76390782,palmeira d oeste,SP
-20.09553918,-50.92710401,santa clara d oeste,SP
-20.388681,-50.94843586,nova canaa paulista,SP
-20.12491657,-50.50918482,dolcinópolis,SP
-20.384482100000003,-50.94929213,nova canaã paulista,SP
-20.356641,-50.6961855,são francisco,SP
